-1,200000.0,50000.0,200000.0,50000,60000,1e-08,5e-09,-1479027.1342807987
0,100000.0,100000.0,100000.0,70000.0,70000.0,5e-08,1e-09,-1491496.3633206747
1,105000.0,100000.0,100000.0,70000.0,70000.0,5e-08,1e-09,-1491318.7296992475
2,100000.0,105000.0,100000.0,70000.0,70000.0,5e-08,1e-09,-1491370.634891831
3,100000.0,100000.0,105000.0,70000.0,70000.0,5e-08,1e-09,-1491399.1773495064
4,100000.0,100000.0,100000.0,73500.0,70000.0,5e-08,1e-09,-1491468.5198922378
5,100000.0,100000.0,100000.0,70000.0,73500.0,5e-08,1e-09,-1491436.9985282556
6,100000.0,100000.0,100000.0,70000.0,70000.0,5.25e-08,1e-09,-1491497.5639866597
7,100000.0,100000.0,100000.0,70000.0,70000.0,5e-08,1.05e-09,-1491015.0806724436
8,101428.57142857142,101428.57142857142,101428.57142857142,71000.0,71000.0,4.7499999999999995e-08,1.0142857142857139e-09,-1491215.0710800858
9,101836.73469387754,101836.73469387754,101836.73469387754,71285.71428571429,71285.71428571429,4.9285714285714275e-08,1.0183673469387752e-09,-1491136.9862983965
10,102361.51603498543,102361.51603498543,102361.51603498543,67153.0612244898,71653.0612244898,4.9081632653061215e-08,1.023615160349854e-09,-1491073.3772382913
11,103036.23490212412,103036.23490212412,103036.23490212412,69839.65014577258,67625.36443148687,4.881924198250729e-08,1.0303623490212405e-09,-1491000.229569649
12,104554.35235318617,104554.35235318617,104554.35235318617,69759.47521865886,64688.04664723031,4.822886297376094e-08,1.0455435235318607e-09,-1490788.3584946492
13,104337.47843160588,104337.47843160588,97908.90700303443,69770.92877967513,69607.6634735527,4.831320283215326e-08,1.043374784316058e-09,-1490865.046790616
14,105576.7579834933,99148.18655492185,102311.45186104425,69705.47985958232,69495.56732313917,4.783126078419704e-08,1.0557675798349317e-09,-1490751.8926136945
15,108365.13697523996,96222.2798323828,103467.17779156636,69558.21978937348,69243.35098470876,4.674689117629558e-08,1.0836513697523973e-09,-1490456.5009708782
16,101538.22569070471,103068.83793560261,103302.07408720607,69579.25694226046,69279.38189019883,4.6901801120281496e-08,1.0796679711927596e-09,-1490563.055858867
17,105140.98405131418,102108.91408046868,102408.7891325303,68173.33035433487,67787.77671596993,4.923088715464765e-08,1.0840629017376302e-09,-1490476.778559829
18,105676.89203098998,101778.51635418861,102164.06999255353,66998.3635167979,66502.65169604294,4.742950797434292e-08,1.0987514275985275e-09,-1490370.5710779645
19,107596.97069954622,101749.40718434413,102327.73764189152,64854.68813233968,64111.12040120727,4.650140481865725e-08,1.1389434679284037e-09,-1490013.2430289977
20,106647.95487975658,101078.8467700404,101629.63768199022,70474.33855169377,63980.464522043854,4.689638165430912e-08,1.1264545592098914e-09,-1490137.1852037092
21,110908.88659467245,103748.60473932303,104456.7644832586,67762.92507666748,63913.65846711761,4.509126620860149e-08,1.121913879334e-09,-1489939.0401807155
22,116363.32989200868,105622.90710898454,106685.14672488789,66644.38761500124,60870.48770067643,4.2636899312902247e-08,1.1578708190010001e-09,-1489435.16588344
23,110007.36572318169,99778.39164411108,109055.35454361088,67098.69882137128,61809.659058457386,4.515626237094796e-08,1.1612522477850684e-09,-1489686.9497220702
24,111348.4956216001,98196.95751993792,103695.90981929473,66349.93055459106,65906.87943084467,4.436271634282228e-08,1.1921431440701822e-09,-1489465.5843599162
25,117167.5565500517,98290.50610447442,105060.71258015736,65607.48414879822,60351.97205663212,4.496432540274195e-08,1.190154460088547e-09,-1489361.0401265908
26,124982.22197972517,95901.34018891031,105940.03182663297,63621.597752067086,55888.26713984876,4.3995587543972185e-08,1.2453977045364408e-09,-1488811.3969592408
27,119233.72331184536,97476.83741916309,106962.92401886242,65712.91570750443,58443.71735196923,4.113943947961139e-08,1.2318551874861936e-09,-1488981.9446438535
28,119114.88076980677,103721.91669204333,106903.31999619669,63229.36796336039,53902.53347387626,4.2021306401767964e-08,1.2746106673953686e-09,-1488623.8244810072
29,124489.75266709016,107471.73512187361,108621.39109851187,60064.94205035386,46232.12471846002,3.965851401450415e-08,1.3700903162168543e-09,-1487836.1629959084
30,125929.71937595692,100691.88928348091,110738.50393906471,59339.13591494299,54094.46570694579,3.9803853740953016e-08,1.301417694225578e-09,-1488248.7554817246
31,130218.63174942753,99719.18089750202,112443.48006407006,63382.91427218373,51101.908486564804,3.828524455440367e-08,1.3353499930205444e-09,-1487888.725651394
32,133582.88416186228,101673.27908156102,106683.89902533902,60077.25085481284,50344.012523059675,3.766723905452888e-08,1.3627834260883015e-09,-1487700.3848646698
33,145370.6433812026,102620.72280028602,105498.1712662031,56566.52687153363,44611.189255360805,3.392272739631935e-08,1.4635490152399182e-09,-1486848.8772477193
34,141962.36790904458,104518.6461429765,112558.275591629,58030.76092643378,40162.3092433913,3.547793109793945e-08,1.409437064423112e-09,-1487184.3017665285
35,144261.54450064627,96777.19342078472,111247.07550510476,55275.26766929004,39282.07855719233,3.515832863787009e-08,1.5155854596128979e-09,-1486686.6883528533
36,158210.65180496505,92354.33657668484,113528.03989521321,49590.70769643446,28487.87398545028,3.1419043300354014e-08,1.6944427799188463e-09,-1485625.5752892497
37,152527.41636455807,103459.6914413267,112845.0456043733,51600.39443076686,33150.036515465574,3.387853241994457e-08,1.5737689746798901e-09,-1486120.285965167
38,154648.97323520196,107194.71760084131,115840.79887595709,50257.08286583271,29208.8494063337,2.8131797177290158e-08,1.6540468205277722e-09,-1485604.9065308706
39,169482.34886294033,112841.40630680684,120791.18240061915,43574.82542271551,15869.140539576169,2.0199901993949138e-08,1.8583713785234375e-09,-1484417.4426207168
40,166145.0842638226,105875.4590843638,113914.5206096838,50035.455990891816,20081.129362845328,2.6722401909736803e-08,1.7571564549237377e-09,-1485020.09793901
41,172120.8726087506,108607.10409516038,112629.84178342519,42178.11812471053,14210.606833592188,2.4937341769238463e-08,1.8437402881011121e-09,-1484644.4616626268
